cost,margin_max,margin_min,name,price,category_id,user_id,margin,requrchase,qurchase,tag
12700,0.78,0.25,배 원황 중 10,19685.0,7,1,0.6771653543307087,0.3954324041592491,1.105,2.386
12700,0.78,0.25,배 원황 중 10,20320.0,7,1,0.6771653543307087,0.3954324041592491,1.011,2.815
12700,0.78,0.25,배 원황 중 10,20955.0,7,1,0.6771653543307087,0.3954324041592491,0.985,3.895
12700,0.78,0.25,배 원황 중 10,21590.0,7,1,0.6771653543307087,0.3954324041592491,0.662,4.172
22000,0.74,0.25,배 원황 중 15,27500.0,7,1,0.5045454545454545,0.46783570431121,1.7898603224133653,0.5974754422280266
22000,0.74,0.25,배 원황 중 15,28600.0,7,1,0.5045454545454545,0.46783570431121,1.724,0.724
22000,0.74,0.25,배 원황 중 15,29700.0,7,1,0.5045454545454545,0.46783570431121,1.53,0.828
22000,0.74,0.25,배 원황 중 15,30800.0,7,1,0.5045454545454545,0.46783570431121,1.298,0.9
22000,0.74,0.25,배 원황 중 15,31900.0,7,1,0.5045454545454545,0.46783570431121,1.294,1.237
22000,0.74,0.25,배 원황 중 15,33000.0,7,1,0.5045454545454545,0.46783570431121,1.185,1.347
22000,0.74,0.25,배 원황 중 15,34100.0,7,1,0.5045454545454545,0.46783570431121,1.153,2.329
22000,0.74,0.25,배 원황 중 15,35200.0,7,1,0.5045454545454545,0.46783570431121,1.007,2.701
22000,0.74,0.25,배 원황 중 15,36300.0,7,1,0.5045454545454545,0.46783570431121,0.965,3.071
8500,0.62,0.25,배 원황 중 7,10625.0,7,1,0.4235294117647059,0.41330997024153887,1.2133917989326506,0.7168270088507915
8500,0.62,0.25,배 원황 중 7,11050.0,7,1,0.4235294117647059,0.41330997024153887,1.294,0.931
8500,0.62,0.25,배 원황 중 7,11475.0,7,1,0.4235294117647059,0.41330997024153887,1.296,1.381
8500,0.62,0.25,배 원황 중 7,11900.0,7,1,0.4235294117647059,0.41330997024153887,1.205,1.426
8500,0.62,0.25,배 원황 중 7,12325.0,7,1,0.4235294117647059,0.41330997024153887,1.139,2.118
8500,0.62,0.25,배 원황 중 7,12750.0,7,1,0.4235294117647059,0.41330997024153887,1.088,2.296
8500,0.62,0.25,배 원황 중 7,13175.0,7,1,0.4235294117647059,0.41330997024153887,1.078,2.726
37500,0.38,0.25,배 원황 특 15,46875.0,7,1,0.2986666666666667,0.33795889158508213,1.271380057398469,0.7239116251549056
37500,0.38,0.25,배 원황 특 15,48750.0,7,1,0.2986666666666667,0.33795889158508213,1.453,0.936
14100,0.34,0.25,배 원황 특 7,17625.0,7,1,0.2907801418439716,0.2763062823445514,0.979885562798515,0.28036544821635867
9600,0.65,0.25,배 원황 하 10,12000.0,7,1,0.5520833333333334,0.3983464803349645,0.18242401838903977,0.43749011877440247
9600,0.65,0.25,배 원황 하 10,12480.0,7,1,0.5520833333333334,0.3983464803349645,0.509,1.137
9600,0.65,0.25,배 원황 하 10,12960.0,7,1,0.5520833333333334,0.3983464803349645,0.779,1.571
9600,0.65,0.25,배 원황 하 10,13440.0,7,1,0.5520833333333334,0.3983464803349645,0.829,1.731
9600,0.65,0.25,배 원황 하 10,13920.0,7,1,0.5520833333333334,0.3983464803349645,0.928,1.746
9600,0.65,0.25,배 원황 하 10,14400.0,7,1,0.5520833333333334,0.3983464803349645,0.949,2.197
9600,0.65,0.25,배 원황 하 10,14880.0,7,1,0.5520833333333334,0.3983464803349645,0.868,2.598
9600,0.65,0.25,배 원황 하 10,15360.0,7,1,0.5520833333333334,0.3983464803349645,0.698,2.85
11800,1.28,0.25,배 원황 하 15,14750.0,7,1,0.9152542372881356,0.6200888298098916,0.25044178650057614,0.66596816226381
11800,1.28,0.25,배 원황 하 15,15340.0,7,1,0.9152542372881356,0.6200888298098916,0.749,0.708
11800,1.28,0.25,배 원황 하 15,15930.0,7,1,0.9152542372881356,0.6200888298098916,1.322,1.447
11800,1.28,0.25,배 원황 하 15,16520.0,7,1,0.9152542372881356,0.6200888298098916,1.336,1.664
11800,1.28,0.25,배 원황 하 15,17110.0,7,1,0.9152542372881356,0.6200888298098916,1.282,1.942
11800,1.28,0.25,배 원황 하 15,17700.0,7,1,0.9152542372881356,0.6200888298098916,1.113,2.116
11800,1.28,0.25,배 원황 하 15,18290.0,7,1,0.9152542372881356,0.6200888298098916,1.054,2.601
11800,1.28,0.25,배 원황 하 15,18880.0,7,1,0.9152542372881356,0.6200888298098916,0.992,2.732
11800,1.28,0.25,배 원황 하 15,19470.0,7,1,0.9152542372881356,0.6200888298098916,0.962,3.051
11800,1.28,0.25,배 원황 하 15,20060.0,7,1,0.9152542372881356,0.6200888298098916,0.801,3.54
11800,1.28,0.25,배 원황 하 15,20650.0,7,1,0.9152542372881356,0.6200888298098916,0.531,3.697
11800,1.28,0.25,배 원황 하 15,21240.0,7,1,0.9152542372881356,0.6200888298098916,0.473,3.89
11800,1.28,0.25,배 원황 하 15,21830.0,7,1,0.9152542372881356,0.6200888298098916,0.346,4.374
11800,1.28,0.25,배 원황 하 15,22420.0,7,1,0.9152542372881356,0.6200888298098916,0.278,4.436
11800,1.28,0.25,배 원황 하 15,23010.0,7,1,0.9152542372881356,0.6200888298098916,0.175,4.5
11800,1.28,0.25,배 원황 하 15,23600.0,7,1,0.9152542372881356,0.6200888298098916,0.152,4.923
11800,1.28,0.25,배 원황 하 15,24190.0,7,1,0.9152542372881356,0.6200888298098916,0.14,5.154
11800,1.28,0.25,배 원황 하 15,24780.0,7,1,0.9152542372881356,0.6200888298098916,0.137,5.169
11800,1.28,0.25,배 원황 하 15,25370.0,7,1,0.9152542372881356,0.6200888298098916,0.133,5.171
11800,1.28,0.25,배 원황 하 15,25960.0,7,1,0.9152542372881356,0.6200888298098916,0.133,5.172
5000,1.1,0.25,배 원황 하 7,6250.0,7,1,0.74,0.5214304242057002,0.38006173963483514,0.6033182007977655
5000,1.1,0.25,배 원황 하 7,6500.0,7,1,0.74,0.5214304242057002,1.195,1.258
5000,1.1,0.25,배 원황 하 7,6750.0,7,1,0.74,0.5214304242057002,1.355,1.352
5000,1.1,0.25,배 원황 하 7,7000.0,7,1,0.74,0.5214304242057002,1.2,1.487
5000,1.1,0.25,배 원황 하 7,7250.0,7,1,0.74,0.5214304242057002,1.07,1.768
5000,1.1,0.25,배 원황 하 7,7500.0,7,1,0.74,0.5214304242057002,1.064,2.184
5000,1.1,0.25,배 원황 하 7,7750.0,7,1,0.74,0.5214304242057002,0.951,2.195
5000,1.1,0.25,배 원황 하 7,8000.0,7,1,0.74,0.5214304242057002,0.892,3.051
5000,1.1,0.25,배 원황 하 7,8250.0,7,1,0.74,0.5214304242057002,0.531,3.441
5000,1.1,0.25,배 원황 하 7,8500.0,7,1,0.74,0.5214304242057002,0.4,3.448
5000,1.1,0.25,배 원황 하 7,8750.0,7,1,0.74,0.5214304242057002,0.306,3.801
5000,1.1,0.25,배 원황 하 7,9000.0,7,1,0.74,0.5214304242057002,0.227,3.935
5000,1.1,0.25,배 원황 하 7,9250.0,7,1,0.74,0.5214304242057002,0.179,4.181
5000,1.1,0.25,배 원황 하 7,9500.0,7,1,0.74,0.5214304242057002,0.169,4.581
5000,1.1,0.25,배 원황 하 7,9750.0,7,1,0.74,0.5214304242057002,0.168,4.644
5000,1.1,0.25,배 원황 하 7,10000.0,7,1,0.74,0.5214304242057002,0.167,4.711
5000,1.1,0.25,배 원황 하 7,10250.0,7,1,0.74,0.5214304242057002,0.167,5.067
14800,0.59,0.25,배 장십랑 상 15,18500.0,7,1,0.2972972972972973,0.3041431632924021,1.4111113187772184,0.48226301853705494
14800,0.59,0.25,배 장십랑 상 15,19240.0,7,1,0.2972972972972973,0.3041431632924021,1.43,0.894
14800,0.59,0.25,배 장십랑 상 15,19980.0,7,1,0.2972972972972973,0.3041431632924021,1.299,0.947
14800,0.59,0.25,배 장십랑 상 15,20720.0,7,1,0.2972972972972973,0.3041431632924021,1.284,1.136
14800,0.59,0.25,배 장십랑 상 15,21460.0,7,1,0.2972972972972973,0.3041431632924021,1.204,1.615
14800,0.59,0.25,배 장십랑 상 15,22200.0,7,1,0.2972972972972973,0.3041431632924021,1.071,2.455
9100,1.02,0.25,배 장십랑 중 15,11375.0,7,1,0.6923076923076923,0.2607958654546297,1.5186212925591223,0.6707231161295737
9100,1.02,0.25,배 장십랑 중 15,11830.0,7,1,0.6923076923076923,0.2607958654546297,1.495,1.02
9100,1.02,0.25,배 장십랑 중 15,12285.0,7,1,0.6923076923076923,0.2607958654546297,1.372,1.186
9100,1.02,0.25,배 장십랑 중 15,12740.0,7,1,0.6923076923076923,0.2607958654546297,1.117,1.475
9100,1.02,0.25,배 장십랑 중 15,13195.0,7,1,0.6923076923076923,0.2607958654546297,1.005,1.485
9100,1.02,0.25,배 장십랑 중 15,13650.0,7,1,0.6923076923076923,0.2607958654546297,0.824,2.096
9100,1.02,0.25,배 장십랑 중 15,14105.0,7,1,0.6923076923076923,0.2607958654546297,0.758,2.604
9100,1.02,0.25,배 장십랑 중 15,14560.0,7,1,0.6923076923076923,0.2607958654546297,0.689,2.797
9100,1.02,0.25,배 장십랑 중 15,15015.0,7,1,0.6923076923076923,0.2607958654546297,0.656,3.196
9100,1.02,0.25,배 장십랑 중 15,15470.0,7,1,0.6923076923076923,0.2607958654546297,0.348,3.416
9100,1.02,0.25,배 장십랑 중 15,15925.0,7,1,0.6923076923076923,0.2607958654546297,0.247,3.713
9100,1.02,0.25,배 장십랑 중 15,16380.0,7,1,0.6923076923076923,0.2607958654546297,0.112,4.416
9100,1.02,0.25,배 장십랑 중 15,16835.0,7,1,0.6923076923076923,0.2607958654546297,0.111,4.661
9100,1.02,0.25,배 장십랑 중 15,17290.0,7,1,0.6923076923076923,0.2607958654546297,0.111,4.851
9100,1.02,0.25,배 장십랑 중 15,17745.0,7,1,0.6923076923076923,0.2607958654546297,0.111,4.854
19100,0.36,0.25,배 장십랑 특 15,23875.0,7,1,0.31413612565445026,0.6276787499354847,0.7642611448111565,0.5675742507637638
19100,0.36,0.25,배 장십랑 특 15,24830.0,7,1,0.31413612565445026,0.6276787499354847,1.01,0.725
5200,1.31,0.25,배 장십랑 하 15,6500.0,7,1,0.7884615384615384,0.4864559724494665,1.325960349759311,0.27839173544060347
5200,1.31,0.25,배 장십랑 하 15,6760.0,7,1,0.7884615384615384,0.4864559724494665,1.442,1.092
5200,1.31,0.25,배 장십랑 하 15,7020.0,7,1,0.7884615384615384,0.4864559724494665,1.429,1.309
5200,1.31,0.25,배 장십랑 하 15,7280.0,7,1,0.7884615384615384,0.4864559724494665,1.288,1.635
5200,1.31,0.25,배 장십랑 하 15,7540.0,7,1,0.7884615384615384,0.4864559724494665,1.254,1.661
5200,1.31,0.25,배 장십랑 하 15,7800.0,7,1,0.7884615384615384,0.4864559724494665,1.195,2.493
5200,1.31,0.25,배 장십랑 하 15,8060.0,7,1,0.7884615384615384,0.4864559724494665,0.865,2.666
5200,1.31,0.25,배 장십랑 하 15,8320.0,7,1,0.7884615384615384,0.4864559724494665,0.822,2.85
5200,1.31,0.25,배 장십랑 하 15,8580.0,7,1,0.7884615384615384,0.4864559724494665,0.78,3.101
5200,1.31,0.25,배 장십랑 하 15,8840.0,7,1,0.7884615384615384,0.4864559724494665,0.699,3.672
5200,1.31,0.25,배 장십랑 하 15,9100.0,7,1,0.7884615384615384,0.4864559724494665,0.331,3.997
5200,1.31,0.25,배 장십랑 하 15,9360.0,7,1,0.7884615384615384,0.4864559724494665,0.326,4.263
5200,1.31,0.25,배 장십랑 하 15,9620.0,7,1,0.7884615384615384,0.4864559724494665,0.15,4.631
5200,1.31,0.25,배 장십랑 하 15,9880.0,7,1,0.7884615384615384,0.4864559724494665,0.146,4.899
5200,1.31,0.25,배 장십랑 하 15,10140.0,7,1,0.7884615384615384,0.4864559724494665,0.144,5.026
5200,1.31,0.25,배 장십랑 하 15,10400.0,7,1,0.7884615384615384,0.4864559724494665,0.136,5.031
5200,1.31,0.25,배 장십랑 하 15,10660.0,7,1,0.7884615384615384,0.4864559724494665,0.136,5.12
5200,1.31,0.25,배 장십랑 하 15,10920.0,7,1,0.7884615384615384,0.4864559724494665,0.136,5.121
5200,1.31,0.25,배 장십랑 하 15,11180.0,7,1,0.7884615384615384,0.4864559724494665,0.136,5.128
5200,1.31,0.25,배 장십랑 하 15,11440.0,7,1,0.7884615384615384,0.4864559724494665,0.136,5.132
5200,1.31,0.25,배 장십랑 하 15,11700.0,7,1,0.7884615384615384,0.4864559724494665,0.136,5.142
20300,0.61,0.25,배 풍수 상 15,25375.0,7,1,0.4236453201970443,0.5826705727858115,0.7807542567128183,0.28329954443274186
20300,0.61,0.25,배 풍수 상 15,26390.0,7,1,0.4236453201970443,0.5826705727858115,0.934,0.504
20300,0.61,0.25,배 풍수 상 15,27405.0,7,1,0.4236453201970443,0.5826705727858115,1.225,0.96
20300,0.61,0.25,배 풍수 상 15,28420.0,7,1,0.4236453201970443,0.5826705727858115,1.276,1.576
20300,0.61,0.25,배 풍수 상 15,29435.0,7,1,0.4236453201970443,0.5826705727858115,1.271,2.027
20300,0.61,0.25,배 풍수 상 15,30450.0,7,1,0.4236453201970443,0.5826705727858115,1.249,2.539
20300,0.61,0.25,배 풍수 상 15,31465.0,7,1,0.4236453201970443,0.5826705727858115,1.137,3.036
10400,0.63,0.25,배 풍수 상 7,13000.0,7,1,0.4423076923076923,0.6440590064579504,0.5833656782378076,0.046512568549291755
10400,0.63,0.25,배 풍수 상 7,13520.0,7,1,0.4423076923076923,0.6440590064579504,0.962,0.291
10400,0.63,0.25,배 풍수 상 7,14040.0,7,1,0.4423076923076923,0.6440590064579504,1.192,1.107
10400,0.63,0.25,배 풍수 상 7,14560.0,7,1,0.4423076923076923,0.6440590064579504,1.248,1.4
10400,0.63,0.25,배 풍수 상 7,15080.0,7,1,0.4423076923076923,0.6440590064579504,1.248,2.155
10400,0.63,0.25,배 풍수 상 7,15600.0,7,1,0.4423076923076923,0.6440590064579504,1.026,2.281
10400,0.63,0.25,배 풍수 상 7,16120.0,7,1,0.4423076923076923,0.6440590064579504,0.87,2.654
12300,1.17,0.25,배 풍수 중 15,15375.0,7,1,0.7479674796747967,0.3415781768360406,0.5993346885295976,0.42079348000746064
12300,1.17,0.25,배 풍수 중 15,15990.0,7,1,0.7479674796747967,0.3415781768360406,0.688,0.766
12300,1.17,0.25,배 풍수 중 15,16605.0,7,1,0.7479674796747967,0.3415781768360406,0.846,1.039
12300,1.17,0.25,배 풍수 중 15,17220.0,7,1,0.7479674796747967,0.3415781768360406,0.957,1.823
12300,1.17,0.25,배 풍수 중 15,17835.0,7,1,0.7479674796747967,0.3415781768360406,1.12,2.043
12300,1.17,0.25,배 풍수 중 15,18450.0,7,1,0.7479674796747967,0.3415781768360406,1.041,2.698
